Timestamp,Student ID ( 学籍番号 ),0.1 Which ad-delivery method did you experience most clearly today? ( 今日、最もはっきりと体験した広告の提示方法はどれですか？),"0.2 For each ad below, did you notice it during the task? ( 以下の各広告について、実験中に気づいたものはありますか？) [Beverage Ad (飲料広告 )]","0.2 For each ad below, did you notice it during the task? ( 以下の各広告について、実験中に気づいたものはありますか？) [Chocolate Ad (チョコレート広告)]","0.2 For each ad below, did you notice it during the task? ( 以下の各広告について、実験中に気づいたものはありますか？) [Chips/cup noodles/snacks Ad (スナック(チップス、ラーメンカップ麺)広告)]",Confirmation,"Mental Demand ( 知的  知覚的要求  ) (0 = Very Low 小さい–100 = Very High 大きい)
How mentally demanding was the task?
どの程度、精神的に負担がありましたか? ","Physical Demand ( 身体的要求 )  (0 = Very Low 小さい–100 = Very High 大きい)
How physically demanding was the task?
どの程度、身体的に負担がありましたか? ","Temporal Demand (タイムプレッシャー)  (0 = Very Low 弱い–100 = Very High 強い)
How hurried or rushed was the pace of the task?
ペースはどの程度、急いでいましたか？","Performance ( 作業成績 ) (0 = Perfect 良い–100 = Failure 悪い)
How successful were you in accomplishing what you were asked to do?
指示された内容をどの程度うまく達成できましたか？","Effort (努力)  ( 0 = Very Low 少ない–100 = Very High 多い )
How hard did you have to work to accomplish your level of performance?
達成のためにどの程度努力が必要でしたか？","Frustration (フラストレーション)  ( 0 = Very Low 低い–100 = Very High 高い )
How insecure, discouraged, irritated, stressed, and annoyed were you?
どの程度、不安落胆いらだちストレスを感じましたか？","01. Mental Demand vs Physical Demand
       知的 ⋅ 知覚的要求　vs　 身体的要求","02. Mental Demand vs Temporal Demand
　　知的 ⋅ 知覚的要求　vs　タイムプレッシャー
","03. Mental Demand vs Performance
　　知的 ⋅ 知覚的要求 vs　作業成績","04. Mental Demand vs Effort
　　知的 ⋅ 知覚的要求 vs 努力","05. Mental Demand vs Frustration
       知的 ⋅ 知覚的要求 vs フラストレーション","06. Physical Demand vs Temporal Demand
       身体的要求    vs タイムプレッシャー","07. Physical Demand vs Performance
      身体的要求 vs 作業成績","08. Physical Demand vs Effort
      身体的要求 vs 努力","09. Physical Demand vs Frustration
      身体的要求 vs フラストレーション","10. Temporal Demand vs Performance
       タイムプレッシャー vs 作業成績","11. Temporal Demand vs Effort
       タイムプレッシャー vs 努力","12. Temporal Demand vs Frustration
       タイムプレッシャー vs フラストレーション","13. Performance vs Effort
      作業成績 vs 努力","14. Performance vs Frustration
      作業成績 vs フラストレーション","15. Effort vs Frustration
      努力 vs フラストレーション","3.1 UES-SF (1=Strongly disagree, 5=Strongly agree)
UES-SF(1=まったくそう思わない、5=非常にそう思う)  [I lost myself in this experience. この体験に没頭した。]","3.1 UES-SF (1=Strongly disagree, 5=Strongly agree)
UES-SF(1=まったくそう思わない、5=非常にそう思う)  [The time I spent on this shopping task just slipped away. この買い物体験に費やした時間はあっという間に過ぎた。]","3.1 UES-SF (1=Strongly disagree, 5=Strongly agree)
UES-SF(1=まったくそう思わない、5=非常にそう思う)  [I was absorbed in this experience. この体験にのめり込んだ。]","3.1 UES-SF (1=Strongly disagree, 5=Strongly agree)
UES-SF(1=まったくそう思わない、5=非常にそう思う)  [I felt frustrated while doing this shopping task. この買い物体験中、イライラした。]","3.1 UES-SF (1=Strongly disagree, 5=Strongly agree)
UES-SF(1=まったくそう思わない、5=非常にそう思う)  [I found this shopping task confusing to do. この買い物体験は分かりにくかった。]","3.1 UES-SF (1=Strongly disagree, 5=Strongly agree)
UES-SF(1=まったくそう思わない、5=非常にそう思う)  [Doing this shopping task was taxing. この買い物体験は負担だった。]","3.1 UES-SF (1=Strongly disagree, 5=Strongly agree)
UES-SF(1=まったくそう思わない、5=非常にそう思う)  [This shopping task was attractive. この買い物体験は魅力的だった。]","3.1 UES-SF (1=Strongly disagree, 5=Strongly agree)
UES-SF(1=まったくそう思わない、5=非常にそう思う)  [This shopping task was aesthetically appealing. この買い物体験は視覚的に心地よかった。]","3.1 UES-SF (1=Strongly disagree, 5=Strongly agree)
UES-SF(1=まったくそう思わない、5=非常にそう思う)  [This shopping task appealed to my senses. この買い物体験は、感覚的にすごく良かった。]","3.1 UES-SF (1=Strongly disagree, 5=Strongly agree)
UES-SF(1=まったくそう思わない、5=非常にそう思う)  [Doing this shopping task was worthwhile. この買い物体験はやる価値があった。]","3.1 UES-SF (1=Strongly disagree, 5=Strongly agree)
UES-SF(1=まったくそう思わない、5=非常にそう思う)  [My experience was rewarding. 今回の体験は有意義だった。]","3.1 UES-SF (1=Strongly disagree, 5=Strongly agree)
UES-SF(1=まったくそう思わない、5=非常にそう思う)  [I felt interested in this experience. この体験に興味を持った。]","Overall, the advertisements I saw in this experiment were… 
この実験で見た広告全体について... [Dislike … Like   嫌い ... 好き]","Overall, the advertisements I saw in this experiment were… 
この実験で見た広告全体について... [Bad … Good    悪い ... 良い]","Overall, the advertisements I saw in this experiment were… 
この実験で見た広告全体について... [Uninteresting … Interesting   つまらない ... 面白い]","Overall, the advertisements I saw in this experiment were… 
この実験で見た広告全体について... [Annoying … Pleasing    不快感がある ... 好感がもてる]","Please answer without looking at the ads. List anything you remember about the advertisements you saw today (products, brands, discounts, etc.).
広告を見返さずに回答してください。本日見た広告について覚えていること(商品、メーカー、割引など)を書いてください。","[AD 1  広告1] A. Exposure check: Did you see this ad during the task?
    買い物体験中にこの広告を見ましたか","[AD 1  広告1] B. Purchase intention (1=Strongly disagree, 7=Strongly agree)
    購買意図(1=まったくそう思わない、7=非常にそう思う)  [I would consider buying the product shown in this ad. この広告の商品を買うことを検討したいと思う。]","[AD 1  広告1] B. Purchase intention (1=Strongly disagree, 7=Strongly agree)
    購買意図(1=まったくそう思わない、7=非常にそう思う)  [I would be likely to buy the product shown in this ad. この広告の商品を買う可能性が高い。]","[AD 1  広告1] B. Purchase intention (1=Strongly disagree, 7=Strongly agree)
    購買意図(1=まったくそう思わない、7=非常にそう思う)  [I would recommend this product to others. この商品を他者に勧めたいと思う。]","[AD 1  広告1] B. Purchase intention (1=Strongly disagree, 7=Strongly agree)
    購買意図(1=まったくそう思わない、7=非常にそう思う)  [There is a high probability that I would buy the product(s) shown in this ad. この広告の商品を買う確率が高いと思う。]","[AD 1  広告1] C. Perceived incentive / discount influence (1=Strongly disagree, 7=Strongly agree)
     割引の影響(1=まったくそう思わない、7=非常にそう思う)  
 [The price or discount shown in this ad makes me more likely to buy this product. この広告の価格や割引は、この商品を買う可能性を高める。]","[AD 1  広告1] C. Perceived incentive / discount influence (1=Strongly disagree, 7=Strongly agree)
     割引の影響(1=まったくそう思わない、7=非常にそう思う)  
 [Without this price or discount, I would be less likely to buy this product. この価格や割引がなければ、この商品を買う可能性は低くなる。]","[AD 1  広告1] C. Perceived incentive / discount influence (1=Strongly disagree, 7=Strongly agree)
     割引の影響(1=まったくそう思わない、7=非常にそう思う)  
 [The price or discount in this ad is an important reason why I would consider buying this product. この広告の価格や割引は、購入を検討する重要な理由である。]","[AD 1  広告1] D1. Free recall: Write anything you remember about this ad.
この広告について覚えていることを書いてください。","[AD 1  広告1] D2-1) What product category was advertised?
         広告された商品カテゴリは?(1つ選択)","[AD 1  広告1] D2-2) What brand was shown?
           表示されたメーカーは? ","[AD 1  広告1] If you are unsure, check here
わからない場合は、ここにチェックを入れてください  ","[AD 1  広告1] D2-3) What discount was offered?
           提示された割引は?","[AD 1  広告1] D3-3) Did you buy it right after seeing the advertisement?
広告を見た直後に購入しましたか？","[AD 2   広告2] A. Exposure check: Did you see this ad during the task?
    買い物体験中にこの広告を見ましたか","[AD 2   広告2] B. Purchase intention (1=Strongly disagree, 7=Strongly agree)
    購買意図(1=まったくそう思わない、7=非常にそう思う)  [I would consider buying the product shown in this ad. この広告の商品を買うことを検討したいと思う。]","[AD 2   広告2] B. Purchase intention (1=Strongly disagree, 7=Strongly agree)
    購買意図(1=まったくそう思わない、7=非常にそう思う)  [I would be likely to buy the product shown in this ad. この広告の商品を買う可能性が高い。]","[AD 2   広告2] B. Purchase intention (1=Strongly disagree, 7=Strongly agree)
    購買意図(1=まったくそう思わない、7=非常にそう思う)  [I would recommend this product to others. この商品を他者に勧めたいと思う。]","[AD 2   広告2] B. Purchase intention (1=Strongly disagree, 7=Strongly agree)
    購買意図(1=まったくそう思わない、7=非常にそう思う)  [There is a high probability that I would buy the product(s) shown in this ad. この広告の商品を買う確率が高いと思う。]","[AD 2   広告2] C. Perceived incentive / discount influence (1=Strongly disagree, 7=Strongly agree)
     割引の影響(1=まったくそう思わない、7=非常にそう思う)  
 [The price or discount shown in this ad makes me more likely to buy this product. この広告の価格や割引は、この商品を買う可能性を高める。]","[AD 2   広告2] C. Perceived incentive / discount influence (1=Strongly disagree, 7=Strongly agree)
     割引の影響(1=まったくそう思わない、7=非常にそう思う)  
 [Without this price or discount, I would be less likely to buy this product. この価格や割引がなければ、この商品を買う可能性は低くなる。]","[AD 2   広告2] C. Perceived incentive / discount influence (1=Strongly disagree, 7=Strongly agree)
     割引の影響(1=まったくそう思わない、7=非常にそう思う)  
 [The price or discount in this ad is an important reason why I would consider buying this product. この広告の価格や割引は、購入を検討する重要な理由である。]","[AD 2   広告2] D1. Free recall: Write anything you remember about this ad.
この広告について覚えていることを書いてください。","[AD 2   広告2] D2-1) What product category was advertised?
         広告された商品カテゴリは?(1つ選択)","[AD 2   広告2] D2-2) What brand was shown?
           表示されたメーカーは? ","[AD 2   広告2] If you are unsure, check here
わからない場合は、ここにチェックを入れてください  ","[AD 2   広告2] D2-3) What discount was offered?
           提示された割引は?","[AD 2   広告2] D3-3) Did you buy it right after seeing the advertisement?
広告を見た直後に購入しましたか？","[AD 3   広告3 ] A. Exposure check: Did you see this ad during the task?
    買い物体験中にこの広告を見ましたか","[AD 3   広告3 ] B. Purchase intention (1=Strongly disagree, 7=Strongly agree)
    購買意図(1=まったくそう思わない、7=非常にそう思う)  [I would consider buying the product shown in this ad. この広告の商品を買うことを検討したいと思う。]","[AD 3   広告3 ] B. Purchase intention (1=Strongly disagree, 7=Strongly agree)
    購買意図(1=まったくそう思わない、7=非常にそう思う)  [I would be likely to buy the product shown in this ad. この広告の商品を買う可能性が高い。]","[AD 3   広告3 ] B. Purchase intention (1=Strongly disagree, 7=Strongly agree)
    購買意図(1=まったくそう思わない、7=非常にそう思う)  [I would recommend this product to others. この商品を他者に勧めたいと思う。]","[AD 3   広告3 ] B. Purchase intention (1=Strongly disagree, 7=Strongly agree)
    購買意図(1=まったくそう思わない、7=非常にそう思う)  [There is a high probability that I would buy the product(s) shown in this ad. この広告の商品を買う確率が高いと思う。]","[AD 3   広告3 ] C. Perceived incentive / discount influence (1=Strongly disagree, 7=Strongly agree)
     割引の影響(1=まったくそう思わない、7=非常にそう思う)  
 [The price or discount shown in this ad makes me more likely to buy this product. この広告の価格や割引は、この商品を買う可能性を高める。]","[AD 3   広告3 ] C. Perceived incentive / discount influence (1=Strongly disagree, 7=Strongly agree)
     割引の影響(1=まったくそう思わない、7=非常にそう思う)  
 [Without this price or discount, I would be less likely to buy this product. この価格や割引がなければ、この商品を買う可能性は低くなる。]","[AD 3   広告3 ] C. Perceived incentive / discount influence (1=Strongly disagree, 7=Strongly agree)
     割引の影響(1=まったくそう思わない、7=非常にそう思う)  
 [The price or discount in this ad is an important reason why I would consider buying this product. この広告の価格や割引は、購入を検討する重要な理由である。]","[AD 3   広告3 ] D1. Free recall: Write anything you remember about this ad.
この広告について覚えていることを書いてください。","[AD 3   広告3 ] D2-1) What product category was advertised?
         広告された商品カテゴリは?(1つ選択)","[AD 3   広告3 ] D2-2) What brand was shown?
           表示されたメーカーは? ","[AD 3   広告3 ] If you are unsure, check here
わからない場合は、ここにチェックを入れてください  ","[AD 3   広告3 ] D2-3) What discount was offered?
           提示された割引は?","[AD 3   広告3 ] D3-3) Did you buy it right after seeing the advertisement?
広告を見た直後に購入しましたか？"
2/12/2026 23:02:08,C5IM2066,Smartwatch prompts / スマートウォッチ通知による広告提示,Yes はい,Yes はい,Yes はい,I have read and understood the instructions above. 上記の説明（指示）を読み、内容を理解しました,25,35,25,15,40,55,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Performance 作業成績,Mental Demand 知的 ⋅ 知覚的要求,Frustration フラストレーション,Physical Demand 身体的要求,Performance 作業成績,Physical Demand 身体的要求,Frustration フラストレーション,Performance 作業成績,Effort 努力,Frustration フラストレーション,Performance 作業成績,Performance 作業成績,Frustration フラストレーション,5 Strongly agree 非常にそう思う,4,4,2,1 Strongly disagree まったくそう思わない,3,4,2,4,4,5 Strongly agree 非常にそう思う,4,6,5,6,6,"Cup Ramen Chili Tomato, BOGO
Oicha tea, No promotion
Kitkat Raspberry, 50% OFF",Yes  はい,7 Strongly agree 非常にそう思う,6,4,6,6,6,7 Strongly agree 非常にそう思う,,Beverage,Oicha,,Not sure  わからない,Yes はい,Yes  はい,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,6,4,7 Strongly agree 非常にそう思う,"Cup Ramen Chilli Tomato, Buy one get one free.",Chips/cup noodles/snacks,Cup Ramen Chili Tomato,,BOGO (Buy One Get One Free) 1つ買うと1つ無料,Yes はい,Yes  はい,4,2,2,2,5,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,Kitkat advertisement with the discount,Chocolate,Kitkat,,50% OFF,Yes はい
2/12/2026 23:32:43,Sato,In-store only (no wearable ad prompts) / 装着デバイスからの広告提示はなく、店内広告のみ,Yes はい,Yes はい,Yes はい,I have read and understood the instructions above. 上記の説明（指示）を読み、内容を理解しました,50,25,40,25,50,50,Physical Demand 身体的要求,Temporal Demand タイムプレッシャー,Performance 作業成績,Effort 努力,Frustration フラストレーション,Physical Demand 身体的要求,Physical Demand 身体的要求,Physical Demand 身体的要求,Physical Demand 身体的要求,Performance 作業成績,Temporal Demand タイムプレッシャー,Temporal Demand タイムプレッシャー,Performance 作業成績,Performance 作業成績,Effort 努力,4,2,4,1 Strongly disagree まったくそう思わない,2,2,4,2,4,4,5 Strongly agree 非常にそう思う,5 Strongly agree 非常にそう思う,5,4,4,4,"Alfort ads, Sprite 50%OFF, Potato Chips Pink Ad",Yes  はい,2,2,2,2,6,2,6,Pink color of the potato chips bag,Chips/cup noodles/snacks,Koikeya,,Not sure  わからない,No いいえ,Yes  はい,6,4,2,6,7 Strongly agree 非常にそう思う,6,6,Alfort Ad,Chocolate,Alfort,,Not sure  わからない,No いいえ,Yes  はい,6,6,4,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,6,7 Strongly agree 非常にそう思う,Sprite Ad with 50% OFF discount,Beverage,Sprite,,50% OFF,No いいえ
2/13/2026 19:26:03,Daiki,Smartwatch prompts / スマートウォッチ通知による広告提示,Yes はい,Yes はい,Yes はい,I have read and understood the instructions above. 上記の説明（指示）を読み、内容を理解しました,100,100,50,50,100,100,Physical Demand 身体的要求,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Effort 努力,Frustration フラストレーション,Physical Demand 身体的要求,Physical Demand 身体的要求,Physical Demand 身体的要求,Physical Demand 身体的要求,Performance 作業成績,Effort 努力,Frustration フラストレーション,Effort 努力,Frustration フラストレーション,Effort 努力,5 Strongly agree 非常にそう思う,5 Strongly agree 非常にそう思う,5 Strongly agree 非常にそう思う,1 Strongly disagree まったくそう思わない,1 Strongly disagree まったくそう思わない,2,5 Strongly agree 非常にそう思う,4,5 Strongly agree 非常にそう思う,5 Strongly agree 非常にそう思う,5 Strongly agree 非常にそう思う,5 Strongly agree 非常にそう思う,5,7,6,6,"Potato Chips Garlic, 116 yen
Sprite 50% OFF
Alfort Buy One Get One Free",Yes  はい,6,6,3,6,7 Strongly agree 非常にそう思う,6,7 Strongly agree 非常にそう思う,Potato Chips Garlic Advertisement,Chips/cup noodles/snacks,,Not sure  わからない,Not sure  わからない,Yes はい,Yes  はい,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,5,7 Strongly agree 非常にそう思う,Alfort,Chocolate,Alfort,,BOGO (Buy One Get One Free) 1つ買うと1つ無料,Yes はい,Yes  はい,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,Sprite,Beverage,Sprite,,50% OFF,Yes はい
2/13/2026 19:59:02,Wang,In-store only (no wearable ad prompts) / 装着デバイスからの広告提示はなく、店内広告のみ,Yes はい,Yes はい,Yes はい,I have read and understood the instructions above. 上記の説明（指示）を読み、内容を理解しました,30,30,10,0,25,15,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Frustration フラストレーション,Physical Demand 身体的要求,Physical Demand 身体的要求,Physical Demand 身体的要求,Frustration フラストレーション,Temporal Demand タイムプレッシャー,Temporal Demand タイムプレッシャー,Frustration フラストレーション,Effort 努力,Frustration フラストレーション,Frustration フラストレーション,1 Strongly disagree まったくそう思わない,3,4,1 Strongly disagree まったくそう思わない,1 Strongly disagree まったくそう思わない,3,5 Strongly agree 非常にそう思う,3,3,4,5 Strongly agree 非常にそう思う,5 Strongly agree 非常にそう思う,5,5,6,5,"Snacks but similar to Pocky.
The cookie with bear shape, Buy one get one free
tea bottle 50 yen",Not sure  わからない,,,,,,,,,,,,,,Yes  はい,4,4,2,2,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,"Cookie, Buy one get another one free",Chocolate,,Not sure  わからない,BOGO (Buy One Get One Free) 1つ買うと1つ無料,Yes はい,Yes  はい,5,5,5,5,7 Strongly agree 非常にそう思う,5,7 Strongly agree 非常にそう思う,"Tea Oicha, 50 yen",Beverage,Oicha,,Not sure  わからない,Yes はい
2/13/2026 20:36:17,C4ID2014,Smartwatch prompts / スマートウォッチ通知による広告提示,Yes はい,No いいえ,Yes はい,I have read and understood the instructions above. 上記の説明（指示）を読み、内容を理解しました,80,70,20,20,40,20,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Temporal Demand タイムプレッシャー,Physical Demand 身体的要求,Physical Demand 身体的要求,Frustration フラストレーション,Temporal Demand タイムプレッシャー,Temporal Demand タイムプレッシャー,Temporal Demand タイムプレッシャー,Performance 作業成績,Performance 作業成績,Effort 努力,1 Strongly disagree まったくそう思わない,1 Strongly disagree まったくそう思わない,1 Strongly disagree まったくそう思わない,1 Strongly disagree まったくそう思わない,1 Strongly disagree まったくそう思わない,1 Strongly disagree まったくそう思わない,4,3,3,4,4,4,6,6,6,6,"Discount 50% Morigana Chocochips cookies
New flavor of cup noodle tomato",Yes  はい,5,5,4,5,5,2,2,,Chocolate,MORINAGA,,50% OFF,Yes はい,No  いいえ,,,,,,,,,,,,,,Yes  はい,5,4,4,4,5,2,4,New flavor of Cup ramen tomato,Chips/cup noodles/snacks,Nissin,,No discount  割引なし,Yes はい
2/16/2026 11:43:58,C5IM2502,In-store only (no wearable ad prompts) / 装着デバイスからの広告提示はなく、店内広告のみ,Yes はい,Yes はい,Yes はい,I have read and understood the instructions above. 上記の説明（指示）を読み、内容を理解しました,10,10,10,80,10,10,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Physical Demand 身体的要求,Physical Demand 身体的要求,Physical Demand 身体的要求,Physical Demand 身体的要求,Temporal Demand タイムプレッシャー,Effort 努力,Temporal Demand タイムプレッシャー,Performance 作業成績,Frustration フラストレーション,Effort 努力,4,4,4,1 Strongly disagree まったくそう思わない,2,2,3,3,3,3,3,3,3,4,2,3,Buy1 get1 freeと50％オフ,Yes  はい,2,2,2,2,2,6,6,130円で高いなと感じた,Beverage,スプライト,,No discount  割引なし,No いいえ,Yes  はい,4,4,3,4,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,Buy1 get1 free,Chocolate,,,BOGO (Buy One Get One Free) 1つ買うと1つ無料,Yes はい,Yes  はい,4,4,4,4,6,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,半額でいいな,Chips/cup noodles/snacks,カラムーチョ,,50% OFF,Yes はい
2/17/2026 11:50:49,C4IM2022,AR  (headset) / ヘッドセットからの広告提示,Yes はい,Yes はい,Yes はい,I have read and understood the instructions above. 上記の説明（指示）を読み、内容を理解しました,70,30,30,20,60,60,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Performance 作業成績,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Temporal Demand タイムプレッシャー,Performance 作業成績,Effort 努力,Frustration フラストレーション,Performance 作業成績,Effort 努力,Frustration フラストレーション,Performance 作業成績,Performance 作業成績,Frustration フラストレーション,4,3,4,3,3,2,5 Strongly agree 非常にそう思う,5 Strongly agree 非常にそう思う,5 Strongly agree 非常にそう思う,5 Strongly agree 非常にそう思う,5 Strongly agree 非常にそう思う,5 Strongly agree 非常にそう思う,6,6,5,6,カップヌードルのシーフード味が半額、スタバコーヒーの広告、,Not sure  わからない,,,,,,,,,,,,,,Yes  はい,6,2,5,2,2,6,6,価格は表示価格のままでした。,Beverage,スタバ,,No discount  割引なし,No いいえ,Yes  はい,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,カップヌードルシーフード味が半額になっていた。,Chips/cup noodles/snacks,日清、カップヌードル,,50% OFF,Yes はい
2/17/2026 14:01:03,C4TD9112,AR  (headset) / ヘッドセットからの広告提示,Yes はい,Yes はい,Yes はい,I have read and understood the instructions above. 上記の説明（指示）を読み、内容を理解しました,30,60,0,10,90,45,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Temporal Demand タイムプレッシャー,Physical Demand 身体的要求,Physical Demand 身体的要求,Physical Demand 身体的要求,Temporal Demand タイムプレッシャー,Temporal Demand タイムプレッシャー,Temporal Demand タイムプレッシャー,Performance 作業成績,Performance 作業成績,Effort 努力,2,4,3,3,1 Strongly disagree まったくそう思わない,5 Strongly agree 非常にそう思う,3,3,2,3,4,4,7,7,7,7,"Cora, chocolate, crisp price, buy one free one",Yes  はい,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,4,1 Strongly disagree まったくそう思わない,1 Strongly disagree まったくそう思わない,Red Cora bottle. Seems cool.,Other,Cora?,Not sure  わからない,Not sure  わからない,Yes はい,Yes  はい,5,5,4,5,2,2,2,Nice chocolate. Looks yummy.,Chocolate,チ…とかの？Not sure,Not sure  わからない,Not sure  わからない,No いいえ,Yes  はい,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,6,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,7 Strongly agree 非常にそう思う,Buy one got one free,Chips/cup noodles/snacks,Green chips. Brand do not remember,Not sure  わからない,BOGO (Buy One Get One Free) 1つ買うと1つ無料,Yes はい
2/17/2026 15:02:43,C5IE2503,Not sure / よく分からない,Not sure 不明,Not sure 不明,Not sure 不明,I have read and understood the instructions above. 上記の説明（指示）を読み、内容を理解しました,0,0,0,0,0,0,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Temporal Demand タイムプレッシャー,Performance 作業成績,Effort 努力,Frustration フラストレーション,Performance 作業成績,Effort 努力,Frustration フラストレーション,Performance 作業成績,Performance 作業成績,Frustration フラストレーション,1 Strongly disagree まったくそう思わない,2,1 Strongly disagree まったくそう思わない,1 Strongly disagree まったくそう思わない,2,1 Strongly disagree まったくそう思わない,3,5 Strongly agree 非常にそう思う,5 Strongly agree 非常にそう思う,5 Strongly agree 非常にそう思う,4,4,4,4,4,4,no see,No  いいえ,,,,,,,,,,,,,,No  いいえ,,,,,,,,,,,,,,No  いいえ,,,,,,,,,,,,,
2/18/2026 11:55:42,C4SM6701,AR  (headset) / ヘッドセットからの広告提示,Yes はい,Yes はい,No いいえ,I have read and understood the instructions above. 上記の説明（指示）を読み、内容を理解しました,45,15,30,10,25,40,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Mental Demand 知的 ⋅ 知覚的要求,Temporal Demand タイムプレッシャー,Physical Demand 身体的要求,Effort 努力,Frustration フラストレーション,Temporal Demand タイムプレッシャー,Temporal Demand タイムプレッシャー,Frustration フラストレーション,Effort 努力,Frustration フラストレーション,Frustration フラストレーション,2,4,5 Strongly agree 非常にそう思う,3,1 Strongly disagree まったくそう思わない,1 Strongly disagree まったくそう思わない,5 Strongly agree 非常にそう思う,4,4,5 Strongly agree 非常にそう思う,3,4,4,4,4,5,1. Starbuck 50% sale 2. Chocolate (could not remember the brand.),Yes  はい,6,4,2,3,7 Strongly agree 非常にそう思う,5,5,Starbuck 50% sale illustrating by the stand alone can in a cafe background.,Beverage,Starbuck,,50% OFF,Yes はい,Yes  はい,3,2,2,3,5,5,5,a kind of chocolate had a special price. I could not recall the brand.,Chocolate,Moonlight?,Not sure  わからない,Not sure  わからない,No いいえ,No  いいえ,,,,,,,,,,,,,
